scanner_name,scanner_variant,scanner_params,events,h,tp,sl,label_mode,same_bar_policy,folds_used,profitable_folds,profitable_fold_ratio,total_test_trades,min_fold_test_trades,median_threshold,threshold_std,test_ap_mean,test_ap_std,total_test_net_profit_r,avg_r_per_trade,mean_test_win_rate,mean_test_recall,mean_valid_profit_r,fold_thresholds,fold_test_trades,fold_test_profit_r
flow_reversal,"flow_reversal|flow_abs=0.05,obi_abs=0.0,range_hi=0.7,range_lo=0.35,spread_mult=1.0","{""flow_abs"": 0.05, ""obi_abs"": 0.0, ""range_hi"": 0.7, ""range_lo"": 0.35, ""spread_mult"": 1.0}",5641,5,2.5,1.5,first_touch,drop,5,5,1.0,1356,215,0.5073,0.00831514281296478,0.7322158866886331,0.030151996402259445,688.7857320890237,0.5079540797116694,0.6513731208556292,0.6481847496480022,149.17896484395428,"[0.4915, 0.4962, 0.5073, 0.5095, 0.5134]","[368, 267, 256, 250, 215]","[162.0079, 137.8785, 156.185, 116.8349, 115.8795]"
flow_reversal,"flow_reversal|flow_abs=0.05,obi_abs=0.0,range_hi=0.7,range_lo=0.35,spread_mult=1.0","{""flow_abs"": 0.05, ""obi_abs"": 0.0, ""range_hi"": 0.7, ""range_lo"": 0.35, ""spread_mult"": 1.0}",5641,5,3.0,1.5,first_touch,drop,5,5,1.0,1306,182,0.497,0.005066201733054053,0.7272039475150156,0.032351025748984526,683.1358629387672,0.523074933337494,0.6473192886022145,0.6243240787347839,150.68309245455262,"[0.4987, 0.4935, 0.497, 0.4966, 0.5084]","[261, 281, 273, 309, 182]","[173.2421, 127.3461, 162.2096, 107.6747, 112.6634]"
flow_reversal,"flow_reversal|flow_abs=0.05,obi_abs=0.0,range_hi=0.7,range_lo=0.35,spread_mult=1.0","{""flow_abs"": 0.05, ""obi_abs"": 0.0, ""range_hi"": 0.7, ""range_lo"": 0.35, ""spread_mult"": 1.0}",5640,15,3.0,1.5,first_touch,drop,5,5,1.0,1420,145,0.498,0.027124925806350154,0.5931095003305391,0.03692962427850383,662.5404150341343,0.46657775706629173,0.5314054122376266,0.6435985772166058,173.7512400752925,"[0.4762, 0.4568, 0.5261, 0.498, 0.525]","[360, 407, 153, 355, 145]","[257.0524, 82.2876, 181.1878, 43.2816, 98.731]"
flow_reversal,"flow_reversal|flow_abs=0.05,obi_abs=0.0,range_hi=0.7,range_lo=0.35,spread_mult=1.0","{""flow_abs"": 0.05, ""obi_abs"": 0.0, ""range_hi"": 0.7, ""range_lo"": 0.35, ""spread_mult"": 1.0}",5643,5,3.0,1.0,first_touch,drop,5,5,1.0,1230,195,0.4959,0.0032743854385212435,0.6984037954891311,0.024841780487478392,646.4570724821074,0.5255748556765101,0.6073025088553166,0.6150432034398726,146.79948259351846,"[0.4948, 0.4939, 0.5031, 0.4959, 0.4979]","[302, 237, 195, 252, 244]","[173.1022, 115.5217, 137.0224, 120.4855, 100.3252]"
flow_reversal,"flow_reversal|flow_abs=0.05,obi_abs=0.0,range_hi=0.7,range_lo=0.35,spread_mult=1.0","{""flow_abs"": 0.05, ""obi_abs"": 0.0, ""range_hi"": 0.7, ""range_lo"": 0.35, ""spread_mult"": 1.0}",5643,10,3.0,1.0,first_touch,drop,5,5,1.0,1349,160,0.5022,0.027270306195567365,0.5902177230455765,0.0342667432644141,637.7156182812445,0.4727321114019603,0.5086344627455562,0.6562174816112929,152.75015618381724,"[0.4962, 0.4435, 0.5022, 0.5054, 0.5251]","[317, 445, 160, 233, 194]","[218.2985, 80.8675, 156.5833, 77.3174, 104.6491]"
flow_reversal,"flow_reversal|flow_abs=0.05,obi_abs=0.0,range_hi=0.7,range_lo=0.35,spread_mult=1.0","{""flow_abs"": 0.05, ""obi_abs"": 0.0, ""range_hi"": 0.7, ""range_lo"": 0.35, ""spread_mult"": 1.0}",5641,5,2.5,1.0,first_touch,drop,5,5,1.0,1313,190,0.494,0.012520798696568832,0.6942008876989512,0.033457360195766804,629.7410299985338,0.47961997715044463,0.6041447170943559,0.6445396592415171,141.42586128784637,"[0.494, 0.4858, 0.5023, 0.4678, 0.5003]","[361, 267, 190, 291, 204]","[168.2158, 117.4167, 129.0166, 121.7738, 93.3181]"
flow_reversal,"flow_reversal|flow_abs=0.05,obi_abs=0.0,range_hi=0.7,range_lo=0.35,spread_mult=1.0","{""flow_abs"": 0.05, ""obi_abs"": 0.0, ""range_hi"": 0.7, ""range_lo"": 0.35, ""spread_mult"": 1.0}",5639,5,2.0,1.0,first_touch,drop,5,5,1.0,1381,172,0.4945,0.032054977772570686,0.7003984148544549,0.030851420672735688,609.4374625644642,0.4413015659409589,0.6085284096419723,0.671461495567733,134.24037804044698,"[0.4311, 0.4945, 0.5281, 0.4746, 0.4983]","[323, 354, 172, 280, 252]","[149.826, 108.9873, 132.9458, 119.3428, 98.3356]"
flow_reversal,"flow_reversal|flow_abs=0.05,obi_abs=0.0,range_hi=0.7,range_lo=0.35,spread_mult=1.0","{""flow_abs"": 0.05, ""obi_abs"": 0.0, ""range_hi"": 0.7, ""range_lo"": 0.35, ""spread_mult"": 1.0}",5641,10,2.5,1.5,first_touch,drop,5,5,1.0,1381,117,0.5007,0.04702572062180441,0.6430453543260762,0.04160332927083547,608.6184196141808,0.4407084863245335,0.576509106168485,0.6242349260190907,145.65082182443865,"[0.4078, 0.4086, 0.5007, 0.5009, 0.5102]","[434, 398, 194, 238, 117]","[208.8118, 91.5327, 176.348, 54.8081, 77.1178]"
flow_reversal,"flow_reversal|flow_abs=0.05,obi_abs=0.0,range_hi=0.7,range_lo=0.35,spread_mult=1.0","{""flow_abs"": 0.05, ""obi_abs"": 0.0, ""range_hi"": 0.7, ""range_lo"": 0.35, ""spread_mult"": 1.0}",5640,15,2.5,1.5,first_touch,drop,5,5,1.0,1387,157,0.4996,0.02109250103709848,0.6131187094592623,0.05768357926156554,607.8889940730857,0.43827613127115045,0.5439828059437603,0.6274433315570775,161.57141712011406,"[0.476, 0.4927, 0.5354, 0.4996, 0.5217]","[355, 415, 173, 287, 157]","[241.9889, 72.0365, 161.1655, 45.1858, 87.5123]"
flow_reversal,"flow_reversal|flow_abs=0.05,obi_abs=0.0,range_hi=0.7,range_lo=0.35,spread_mult=1.0","{""flow_abs"": 0.05, ""obi_abs"": 0.0, ""range_hi"": 0.7, ""range_lo"": 0.35, ""spread_mult"": 1.0}",5639,5,2.0,1.5,first_touch,drop,5,5,1.0,1200,168,0.4962,0.02511358198266428,0.7267598225852879,0.025868305143931365,603.7970268902224,0.5031641890751853,0.6699950552411483,0.581532748537323,134.96840077419446,"[0.4617, 0.4886, 0.5219, 0.5326, 0.4962]","[315, 293, 190, 168, 234]","[149.648, 116.0759, 141.2473, 91.322, 105.5038]"
